k1_name;k2_name;k1_blocks_per_grid;k2_blocks_per_grid;k1_threads_per_block;k2_threads_per_block;k1_registers;k2_registers;k1_shared_mem_B;k2_shared_mem_B;attempts_of_5;classification
P_F1;S_L1;130;258;258;130;23;28;0;512;0;0
P_F1;R_A2;130;10002;258;258;23;27;0;0;1;0
P_F1;R_B2;130;4098;258;33;23;20;0;0;5;1
P_F1;P_C1;130;66;258;514;23;16;0;4096;0;0
P_F1;S_K5;130;514;258;258;23;16;0;4224;0;0
P_G3;S_J1;188;66;37;258;24;16;0;0;0;0
P_G3;P_E4;188;16387;37;514;24;8;0;16;0;0
P_G3;P_C4;188;67;37;500;24;17;0;0;0;0
P_G3;P_E6;188;5190;37;514;24;9;0;0;5;1
P_G3;R_J4;188;125;37;34;24;13;0;4096;5;1
P_G3;R_A1;188;6002;37;258;24;28;0;0;3;0
P_G3;S_J6;188;66;37;258;24;12;0;16;1;0
P_G3;S_I1;188;66;37;258;24;12;0;0;0;0
P_G3;R_J7;188;125;37;34;24;15;0;4096;5;1
P_G3;S_I2;188;66;37;258;24;14;0;0;0;0
P_G3;S_L1;188;258;37;130;24;28;0;512;0;0
P_G3;R_A2;188;10002;37;258;24;27;0;0;2;0
P_G3;R_B2;188;4098;37;33;24;20;0;0;5;1
P_G3;P_C1;188;66;37;514;24;16;0;4096;1;0
P_G3;S_K5;188;514;37;258;24;16;0;4224;3;0
S_O1;S_P15;258;110;66;130;63;24;512;0;4;1
S_O1;S_P4;258;34;66;130;63;40;512;0;5;1
S_O1;S_P5;258;110;66;130;63;40;512;0;2;0
S_O1;S_E2;258;17;66;21;63;48;512;4352;0;0
S_O1;S_E4;258;17;66;21;63;48;512;4352;0;0
S_O1;S_P38;258;34;66;130;63;48;512;0;5;1
S_O1;S_P16;258;110;66;130;63;36;512;0;2;0
S_O1;S_P37;258;34;66;130;63;40;512;0;5;1
S_O1;S_D3;258;130;66;66;63;56;512;4608;4;1
S_O1;S_P22;258;110;66;130;63;56;512;0;2;0
S_O1;S_D5;258;130;66;66;63;56;512;4608;3;0
S_O1;S_P40;258;34;66;130;63;56;512;0;5;1
S_O1;S_P19;258;110;66;130;63;41;512;0;5;1
S_O1;S_O3;258;258;66;66;63;25;512;0;4;1
S_O1;S_P9;258;110;66;130;63;36;512;0;4;1
P_E8;S_P15;2596;110;258;130;37;24;4484;0;5;1
P_E8;S_P4;2596;34;258;130;37;40;4484;0;3;0
P_E8;S_P5;2596;110;258;130;37;40;4484;0;5;1
P_E8;S_E2;2596;17;258;21;37;48;4484;4352;4;1
P_E8;S_E4;2596;17;258;21;37;48;4484;4352;5;1
P_E8;S_P38;2596;34;258;130;37;48;4484;0;5;1
P_E8;S_P16;2596;110;258;130;37;36;4484;0;4;1
P_E8;S_P37;2596;34;258;130;37;40;4484;0;5;1
P_E8;S_D3;2596;130;258;66;37;56;4484;4608;4;1
P_E8;S_P22;2596;110;258;130;37;56;4484;0;5;1
P_E8;S_D5;2596;130;258;66;37;56;4484;4608;5;1
P_E8;S_P40;2596;34;258;130;37;56;4484;0;5;1
P_E8;S_P19;2596;110;258;130;37;41;4484;0;4;1
P_E8;S_O3;2596;258;258;66;37;25;4484;0;4;1
P_E8;S_P9;2596;110;258;130;37;36;4484;0;4;1
R_X2;S_P15;257;110;33;130;19;24;5120;0;4;1
R_X2;S_P4;257;34;33;130;19;40;5120;0;5;1
R_X2;S_P5;257;110;33;130;19;40;5120;0;2;0
R_X2;S_E2;257;17;33;21;19;48;5120;4352;0;0
R_X2;S_E4;257;17;33;21;19;48;5120;4352;0;0
R_X2;S_P38;257;34;33;130;19;48;5120;0;5;1
R_X2;S_P16;257;110;33;130;19;36;5120;0;5;1
R_X2;S_P37;257;34;33;130;19;40;5120;0;5;1
R_X2;S_D3;257;130;33;66;19;56;5120;4608;1;0
R_X2;S_P22;257;110;33;130;19;56;5120;0;4;1
R_X2;S_D5;257;130;33;66;19;56;5120;4608;4;1
R_X2;S_P40;257;34;33;130;19;56;5120;0;5;1
R_X2;S_P19;257;110;33;130;19;41;5120;0;5;1
R_X2;S_O3;257;258;33;66;19;25;5120;0;3;0
R_X2;S_P9;257;110;33;130;19;36;5120;0;4;1
R_D2;S_P15;22;110;194;130;50;24;8728;0;4;1
R_D2;S_P4;22;34;194;130;50;40;8728;0;5;1
R_D2;S_P5;22;110;194;130;50;40;8728;0;1;0
R_D2;S_E2;22;17;194;21;50;48;8728;4352;0;0
R_D2;S_E4;22;17;194;21;50;48;8728;4352;0;0
R_D2;S_P38;22;34;194;130;50;48;8728;0;4;1
R_D2;S_P16;22;110;194;130;50;36;8728;0;3;0
R_D2;S_P37;22;34;194;130;50;40;8728;0;5;1
R_D2;S_D3;22;130;194;66;50;56;8728;4608;3;0
R_D2;S_P22;22;110;194;130;50;56;8728;0;0;0
R_D2;S_D5;22;130;194;66;50;56;8728;4608;1;0
R_D2;S_P40;22;34;194;130;50;56;8728;0;5;1
R_D2;S_P19;22;110;194;130;50;41;8728;0;2;0
R_D2;S_O3;22;258;194;66;50;25;8728;0;0;0
R_D2;S_P9;22;110;194;130;50;36;8728;0;0;0
P_D1;S_P15;271;110;122;130;40;24;0;0;2;0
P_D1;S_P4;271;34;122;130;40;40;0;0;5;1
P_D1;S_P5;271;110;122;130;40;40;0;0;2;0
P_D1;S_E2;271;17;122;21;40;48;0;4352;0;0
P_D1;S_E4;271;17;122;21;40;48;0;4352;0;0
P_D1;S_P38;271;34;122;130;40;48;0;0;5;1
P_D1;S_P16;271;110;122;130;40;36;0;0;2;0
P_D1;S_P37;271;34;122;130;40;40;0;0;5;1
P_D1;S_D3;271;130;122;66;40;56;0;4608;3;0
P_D1;S_P22;271;110;122;130;40;56;0;0;4;1
P_D1;S_D5;271;130;122;66;40;56;0;4608;1;0
P_D1;S_P40;271;34;122;130;40;56;0;0;5;1
P_D1;S_P19;271;110;122;130;40;41;0;0;3;0
P_D1;S_O3;271;258;122;66;40;25;0;0;4;1
P_D1;S_P9;271;110;122;130;40;36;0;0;3;0
P_E2;S_P15;2596;110;258;130;30;24;4160;0;3;0
P_E2;S_P4;2596;34;258;130;30;40;4160;0;2;0
P_E2;S_P5;2596;110;258;130;30;40;4160;0;3;0
P_E2;S_E2;2596;17;258;21;30;48;4160;4352;1;0
P_E2;S_E4;2596;17;258;21;30;48;4160;4352;2;0
P_E2;S_P38;2596;34;258;130;30;48;4160;0;4;1
P_E2;S_P16;2596;110;258;130;30;36;4160;0;2;0
P_E2;S_P37;2596;34;258;130;30;40;4160;0;2;0
P_E2;S_D3;2596;130;258;66;30;56;4160;4608;1;0
P_E2;S_P22;2596;110;258;130;30;56;4160;0;1;0
P_E2;S_D5;2596;130;258;66;30;56;4160;4608;3;0
P_E2;S_P40;2596;34;258;130;30;56;4160;0;1;0
P_E2;S_P19;2596;110;258;130;30;41;4160;0;1;0
P_E2;S_O3;2596;258;258;66;30;25;4160;0;1;0
P_E2;S_P9;2596;110;258;130;30;36;4160;0;2;0
R_X1;S_P15;257;110;33;130;21;24;6144;0;4;1
R_X1;S_P4;257;34;33;130;21;40;6144;0;5;1
R_X1;S_P5;257;110;33;130;21;40;6144;0;4;1
R_X1;S_E2;257;17;33;21;21;48;6144;4352;0;0
R_X1;S_E4;257;17;33;21;21;48;6144;4352;0;0
R_X1;S_P38;257;34;33;130;21;48;6144;0;5;1
R_X1;S_P16;257;110;33;130;21;36;6144;0;5;1
R_X1;S_P37;257;34;33;130;21;40;6144;0;4;1
R_X1;S_D3;257;130;33;66;21;56;6144;4608;4;1
R_X1;S_P22;257;110;33;130;21;56;6144;0;5;1
R_X1;S_D5;257;130;33;66;21;56;6144;4608;2;0
R_X1;S_P40;257;34;33;130;21;56;6144;0;5;1
R_X1;S_P19;257;110;33;130;21;41;6144;0;4;1
R_X1;S_O3;257;258;33;66;21;25;6144;0;5;1
R_X1;S_P9;257;110;33;130;21;36;6144;0;3;0
P_I1;S_P15;767;110;194;130;30;24;0;0;3;0
P_I1;S_P4;767;34;194;130;30;40;0;0;2;0
P_I1;S_P5;767;110;194;130;30;40;0;0;3;0
P_I1;S_E2;767;17;194;21;30;48;0;4352;2;0
P_I1;S_E4;767;17;194;21;30;48;0;4352;1;0
P_I1;S_P38;767;34;194;130;30;48;0;0;1;0
P_I1;S_P16;767;110;194;130;30;36;0;0;2;0
P_I1;S_P37;767;34;194;130;30;40;0;0;1;0
P_I1;S_D3;767;130;194;66;30;56;0;4608;1;0
P_I1;S_P22;767;110;194;130;30;56;0;0;3;0
P_I1;S_D5;767;130;194;66;30;56;0;4608;2;0
P_I1;S_P40;767;34;194;130;30;56;0;0;2;0
P_I1;S_P19;767;110;194;130;30;41;0;0;1;0
P_I1;S_O3;767;258;194;66;30;25;0;0;1;0
P_I1;S_P9;767;110;194;130;30;36;0;0;2;0
P_J1;S_P15;35;110;37;130;28;24;0;0;1;0
P_J1;S_P4;35;34;37;130;28;40;0;0;5;1
P_J1;S_P5;35;110;37;130;28;40;0;0;0;0
P_J1;S_E2;35;17;37;21;28;48;0;4352;0;0
P_J1;S_E4;35;17;37;21;28;48;0;4352;0;0
P_J1;S_P38;35;34;37;130;28;48;0;0;5;1
P_J1;S_P16;35;110;37;130;28;36;0;0;1;0
P_J1;S_P37;35;34;37;130;28;40;0;0;5;1
P_J1;S_D3;35;130;37;66;28;56;0;4608;1;0
P_J1;S_P22;35;110;37;130;28;56;0;0;1;0
P_J1;S_D5;35;130;37;66;28;56;0;4608;1;0
P_J1;S_P40;35;34;37;130;28;56;0;0;5;1
P_J1;S_P19;35;110;37;130;28;41;0;0;1;0
P_J1;S_O3;35;258;37;66;28;25;0;0;3;0
P_J1;S_P9;35;110;37;130;28;36;0;0;2;0
R_H1;S_P15;173;110;33;130;37;24;3072;0;1;0
R_H1;S_P4;173;34;33;130;37;40;3072;0;1;0
R_H1;S_P5;173;110;33;130;37;40;3072;0;1;0
R_H1;S_E2;173;17;33;21;37;48;3072;4352;2;0
R_H1;S_E4;173;17;33;21;37;48;3072;4352;3;0
R_H1;S_P38;173;34;33;130;37;48;3072;0;5;1
R_H1;S_P16;173;110;33;130;37;36;3072;0;4;1
R_H1;S_P37;173;34;33;130;37;40;3072;0;5;1
R_H1;S_D3;173;130;33;66;37;56;3072;4608;4;1
R_H1;S_P22;173;110;33;130;37;56;3072;0;3;0
R_H1;S_D5;173;130;33;66;37;56;3072;4608;5;1
R_H1;S_P40;173;34;33;130;37;56;3072;0;5;1
R_H1;S_P19;173;110;33;130;37;41;3072;0;4;1
R_H1;S_O3;173;258;33;66;37;25;3072;0;5;1
R_H1;S_P9;173;110;33;130;37;36;3072;0;4;1
R_I1;S_P15;1026;110;258;130;45;24;16;0;4;1
R_I1;S_P4;1026;34;258;130;45;40;16;0;5;1
R_I1;S_P5;1026;110;258;130;45;40;16;0;5;1
R_I1;S_E2;1026;17;258;21;45;48;16;4352;0;0
R_I1;S_E4;1026;17;258;21;45;48;16;4352;0;0
R_I1;S_P38;1026;34;258;130;45;48;16;0;5;1
R_I1;S_P16;1026;110;258;130;45;36;16;0;4;1
R_I1;S_P37;1026;34;258;130;45;40;16;0;4;1
R_I1;S_D3;1026;130;258;66;45;56;16;4608;5;1
R_I1;S_P22;1026;110;258;130;45;56;16;0;5;1
R_I1;S_D5;1026;130;258;66;45;56;16;4608;5;1
R_I1;S_P40;1026;34;258;130;45;56;16;0;5;1
R_I1;S_P19;1026;110;258;130;45;41;16;0;2;0
R_I1;S_O3;1026;258;258;66;45;25;16;0;2;0
R_I1;S_P9;1026;110;258;130;45;36;16;0;4;1
P_H1;S_P15;75;110;25;130;35;24;512;0;5;1
P_H1;S_P4;75;34;25;130;35;40;512;0;5;1
P_H1;S_P5;75;110;25;130;35;40;512;0;5;1
P_H1;S_E2;75;17;25;21;35;48;512;4352;5;1
P_H1;S_E4;75;17;25;21;35;48;512;4352;5;1
P_H1;S_P38;75;34;25;130;35;48;512;0;5;1
P_H1;S_P16;75;110;25;130;35;36;512;0;3;0
P_H1;S_P37;75;34;25;130;35;40;512;0;5;1
P_H1;S_D3;75;130;25;66;35;56;512;4608;5;1
P_H1;S_P22;75;110;25;130;35;56;512;0;4;1
P_H1;S_D5;75;130;25;66;35;56;512;4608;4;1
P_H1;S_P40;75;34;25;130;35;56;512;0;5;1
P_H1;S_P19;75;110;25;130;35;41;512;0;4;1
P_H1;S_O3;75;258;25;66;35;25;512;0;4;1
P_H1;S_P9;75;110;25;130;35;36;512;0;4;1
S_M1;S_P15;67;110;258;130;32;24;0;0;0;0
S_M1;S_P4;67;34;258;130;32;40;0;0;0;0
S_M1;S_P5;67;110;258;130;32;40;0;0;0;0
S_M1;S_E2;67;17;258;21;32;48;0;4352;1;0
S_M1;S_E4;67;17;258;21;32;48;0;4352;1;0
S_M1;S_P38;67;34;258;130;32;48;0;0;3;0
S_M1;S_P16;67;110;258;130;32;36;0;0;1;0
S_M1;S_P37;67;34;258;130;32;40;0;0;2;0
S_M1;S_D3;67;130;258;66;32;56;0;4608;0;0
S_M1;S_P22;67;110;258;130;32;56;0;0;2;0
S_M1;S_D5;67;130;258;66;32;56;0;4608;2;0
S_M1;S_P40;67;34;258;130;32;56;0;0;0;0
S_M1;S_P19;67;110;258;130;32;41;0;0;0;0
S_M1;S_O3;67;258;258;66;32;25;0;0;0;0
S_M1;S_P9;67;110;258;130;32;36;0;0;1;0
P_F1;S_P15;130;110;258;130;23;24;0;0;0;0
P_F1;S_P4;130;34;258;130;23;40;0;0;5;1
P_F1;S_P5;130;110;258;130;23;40;0;0;0;0
P_F1;S_E2;130;17;258;21;23;48;0;4352;0;0
P_F1;S_E4;130;17;258;21;23;48;0;4352;0;0
P_F1;S_P38;130;34;258;130;23;48;0;0;4;1
P_F1;S_P16;130;110;258;130;23;36;0;0;0;0
P_F1;S_P37;130;34;258;130;23;40;0;0;5;1
P_F1;S_D3;130;130;258;66;23;56;0;4608;1;0
P_F1;S_P22;130;110;258;130;23;56;0;0;0;0
P_F1;S_D5;130;130;258;66;23;56;0;4608;0;0
P_F1;S_P40;130;34;258;130;23;56;0;0;4;1
P_F1;S_P19;130;110;258;130;23;41;0;0;0;0
P_F1;S_O3;130;258;258;66;23;25;0;0;2;0
P_F1;S_P9;130;110;258;130;23;36;0;0;0;0
P_G3;S_P15;188;110;37;130;24;24;0;0;0;0
P_G3;S_P4;188;34;37;130;24;40;0;0;5;1
P_G3;S_P5;188;110;37;130;24;40;0;0;0;0
P_G3;S_E2;188;17;37;21;24;48;0;4352;0;0
P_G3;S_E4;188;17;37;21;24;48;0;4352;0;0
P_G3;S_P38;188;34;37;130;24;48;0;0;5;1
P_G3;S_P16;188;110;37;130;24;36;0;0;1;0
P_G3;S_P37;188;34;37;130;24;40;0;0;4;1
P_G3;S_D3;188;130;37;66;24;56;0;4608;0;0
P_G3;S_P22;188;110;37;130;24;56;0;0;1;0
P_G3;S_D5;188;130;37;66;24;56;0;4608;0;0
P_G3;S_P40;188;34;37;130;24;56;0;0;5;1
P_G3;S_P19;188;110;37;130;24;41;0;0;0;0
P_G3;S_O3;188;258;37;66;24;25;0;0;1;0
P_G3;S_P9;188;110;37;130;24;36;0;0;1;0
S_J1;S_O5;66;3;258;66;16;12;0;0;3;0
S_J1;R_N1;66;3;258;18;16;32;0;1024;1;0
S_J1;S_J4;66;3;258;258;16;8;0;0;1;0
S_J1;R_S3;66;4;258;514;16;23;0;16;3;0
S_J1;P_K1;66;3;258;258;16;28;0;13312;4;1
S_J1;S_K4;66;10;258;258;16;8;0;16;2;0
S_J1;S_K1;66;10;258;258;16;14;0;2048;1;0
S_J1;R_T1;66;10;258;130;16;10;0;0;5;1
S_J1;R_S4;66;4;258;514;16;10;0;0;3;0
S_J1;S_L8;66;10;258;130;16;20;0;0;4;1
S_J1;S_J5;66;3;258;258;16;8;0;0;1;0
S_J1;S_O2;66;3;258;3;16;10;0;0;5;1
S_J1;S_O4;66;3;258;66;16;48;0;776;3;0
S_J1;R_E2;66;3;258;514;16;14;0;0;1;0
S_J1;R_P1;66;4;258;34;16;78;0;0;3;0
P_E4;S_O5;16387;3;514;66;8;12;16;0;0;0
P_E4;R_N1;16387;3;514;18;8;32;16;1024;0;0
P_E4;S_J4;16387;3;514;258;8;8;16;0;0;0
P_E4;R_S3;16387;4;514;514;8;23;16;16;0;0
P_E4;P_K1;16387;3;514;258;8;28;16;13312;0;0
P_E4;S_K4;16387;10;514;258;8;8;16;16;0;0
P_E4;S_K1;16387;10;514;258;8;14;16;2048;0;0
P_E4;R_T1;16387;10;514;130;8;10;16;0;0;0
P_E4;R_S4;16387;4;514;514;8;10;16;0;0;0
P_E4;S_L8;16387;10;514;130;8;20;16;0;0;0
P_E4;S_J5;16387;3;514;258;8;8;16;0;0;0
P_E4;S_O2;16387;3;514;3;8;10;16;0;0;0
P_E4;S_O4;16387;3;514;66;8;48;16;776;0;0
P_E4;R_E2;16387;3;514;514;8;14;16;0;0;0
P_E4;R_P1;16387;4;514;34;8;78;16;0;0;0
P_C4;S_O5;67;3;500;66;17;12;0;0;0;0
P_C4;R_N1;67;3;500;18;17;32;0;1024;3;0
P_C4;S_J4;67;3;500;258;17;8;0;0;0;0
P_C4;R_S3;67;4;500;514;17;23;0;16;2;0
P_C4;P_K1;67;3;500;258;17;28;0;13312;1;0
P_C4;S_K4;67;10;500;258;17;8;0;16;0;0
P_C4;S_K1;67;10;500;258;17;14;0;2048;0;0
P_C4;R_T1;67;10;500;130;17;10;0;0;3;0
P_C4;R_S4;67;4;500;514;17;10;0;0;4;1
P_C4;S_L8;67;10;500;130;17;20;0;0;0;0
P_C4;S_J5;67;3;500;258;17;8;0;0;0;0
P_C4;S_O2;67;3;500;3;17;10;0;0;3;0
P_C4;S_O4;67;3;500;66;17;48;0;776;5;1
P_C4;R_E2;67;3;500;514;17;14;0;0;2;0
P_C4;R_P1;67;4;500;34;17;78;0;0;5;1
P_E6;S_O5;5190;3;514;66;9;12;0;0;3;0
P_E6;R_N1;5190;3;514;18;9;32;0;1024;3;0
P_E6;S_J4;5190;3;514;258;9;8;0;0;2;0
P_E6;R_S3;5190;4;514;514;9;23;0;16;3;0
P_E6;P_K1;5190;3;514;258;9;28;0;13312;4;1
P_E6;S_K4;5190;10;514;258;9;8;0;16;3;0
P_E6;S_K1;5190;10;514;258;9;14;0;2048;5;1
P_E6;R_T1;5190;10;514;130;9;10;0;0;1;0
P_E6;R_S4;5190;4;514;514;9;10;0;0;3;0
P_E6;S_L8;5190;10;514;130;9;20;0;0;0;0
P_E6;S_J5;5190;3;514;258;9;8;0;0;2;0
P_E6;S_O2;5190;3;514;3;9;10;0;0;3;0
P_E6;S_O4;5190;3;514;66;9;48;0;776;4;1
P_E6;R_E2;5190;3;514;514;9;14;0;0;5;1
P_E6;R_P1;5190;4;514;34;9;78;0;0;5;1
R_J4;S_O5;125;3;34;66;13;12;4096;0;5;1
R_J4;R_N1;125;3;34;18;13;32;4096;1024;4;1
R_J4;S_J4;125;3;34;258;13;8;4096;0;0;0
R_J4;R_S3;125;4;34;514;13;23;4096;16;4;1
R_J4;P_K1;125;3;34;258;13;28;4096;13312;4;1
R_J4;S_K4;125;10;34;258;13;8;4096;16;5;1
R_J4;S_K1;125;10;34;258;13;14;4096;2048;4;1
R_J4;R_T1;125;10;34;130;13;10;4096;0;4;1
R_J4;R_S4;125;4;34;514;13;10;4096;0;5;1
R_J4;S_L8;125;10;34;130;13;20;4096;0;5;1
R_J4;S_J5;125;3;34;258;13;8;4096;0;4;1
R_J4;S_O2;125;3;34;3;13;10;4096;0;5;1
R_J4;S_O4;125;3;34;66;13;48;4096;776;5;1
R_J4;R_E2;125;3;34;514;13;14;4096;0;4;1
R_J4;R_P1;125;4;34;34;13;78;4096;0;5;1
R_A1;S_O5;6002;3;258;66;28;12;0;0;2;0
R_A1;R_N1;6002;3;258;18;28;32;0;1024;4;1
R_A1;S_J4;6002;3;258;258;28;8;0;0;3;0
R_A1;R_S3;6002;4;258;514;28;23;0;16;5;1
R_A1;P_K1;6002;3;258;258;28;28;0;13312;4;1
R_A1;S_K4;6002;10;258;258;28;8;0;16;3;0
R_A1;S_K1;6002;10;258;258;28;14;0;2048;4;1
R_A1;R_T1;6002;10;258;130;28;10;0;0;2;0
R_A1;R_S4;6002;4;258;514;28;10;0;0;3;0
R_A1;S_L8;6002;10;258;130;28;20;0;0;2;0
R_A1;S_J5;6002;3;258;258;28;8;0;0;3;0
R_A1;S_O2;6002;3;258;3;28;10;0;0;1;0
R_A1;S_O4;6002;3;258;66;28;48;0;776;3;0
R_A1;R_E2;6002;3;258;514;28;14;0;0;2;0
R_A1;R_P1;6002;4;258;34;28;78;0;0;3;0
S_J6;S_O5;66;3;258;66;12;12;16;0;0;0
S_J6;R_N1;66;3;258;18;12;32;16;1024;3;0
S_J6;S_J4;66;3;258;258;12;8;16;0;0;0
S_J6;R_S3;66;4;258;514;12;23;16;16;5;1
S_J6;P_K1;66;3;258;258;12;28;16;13312;0;0
S_J6;S_K4;66;10;258;258;12;8;16;16;0;0
S_J6;S_K1;66;10;258;258;12;14;16;2048;0;0
S_J6;R_T1;66;10;258;130;12;10;16;0;2;0
S_J6;R_S4;66;4;258;514;12;10;16;0;5;1
S_J6;S_L8;66;10;258;130;12;20;16;0;0;0
S_J6;S_J5;66;3;258;258;12;8;16;0;0;0
S_J6;S_O2;66;3;258;3;12;10;16;0;2;0
S_J6;S_O4;66;3;258;66;12;48;16;776;5;1
S_J6;R_E2;66;3;258;514;12;14;16;0;0;0
S_J6;R_P1;66;4;258;34;12;78;16;0;2;0
S_I1;S_O5;66;3;258;66;12;12;0;0;0;0
S_I1;R_N1;66;3;258;18;12;32;0;1024;2;0
S_I1;S_J4;66;3;258;258;12;8;0;0;0;0
S_I1;R_S3;66;4;258;514;12;23;0;16;4;1
S_I1;P_K1;66;3;258;258;12;28;0;13312;0;0
S_I1;S_K4;66;10;258;258;12;8;0;16;0;0
S_I1;S_K1;66;10;258;258;12;14;0;2048;0;0
S_I1;R_T1;66;10;258;130;12;10;0;0;4;1
S_I1;R_S4;66;4;258;514;12;10;0;0;3;0
S_I1;S_L8;66;10;258;130;12;20;0;0;0;0
S_I1;S_J5;66;3;258;258;12;8;0;0;0;0
S_I1;S_O2;66;3;258;3;12;10;0;0;1;0
S_I1;S_O4;66;3;258;66;12;48;0;776;5;1
S_I1;R_E2;66;3;258;514;12;14;0;0;1;0
S_I1;R_P1;66;4;258;34;12;78;0;0;1;0
R_J7;S_O5;125;3;34;66;15;12;4096;0;5;1
R_J7;R_N1;125;3;34;18;15;32;4096;1024;3;0
R_J7;S_J4;125;3;34;258;15;8;4096;0;0;0
R_J7;R_S3;125;4;34;514;15;23;4096;16;5;1
R_J7;P_K1;125;3;34;258;15;28;4096;13312;5;1
R_J7;S_K4;125;10;34;258;15;8;4096;16;0;0
R_J7;S_K1;125;10;34;258;15;14;4096;2048;1;0
R_J7;R_T1;125;10;34;130;15;10;4096;0;5;1
R_J7;R_S4;125;4;34;514;15;10;4096;0;5;1
R_J7;S_L8;125;10;34;130;15;20;4096;0;3;0
R_J7;S_J5;125;3;34;258;15;8;4096;0;4;1
R_J7;S_O2;125;3;34;3;15;10;4096;0;4;1
R_J7;S_O4;125;3;34;66;15;48;4096;776;4;1
R_J7;R_E2;125;3;34;514;15;14;4096;0;2;0
R_J7;R_P1;125;4;34;34;15;78;4096;0;4;1
S_I2;S_O5;66;3;258;66;14;12;0;0;0;0
S_I2;R_N1;66;3;258;18;14;32;0;1024;3;0
S_I2;S_J4;66;3;258;258;14;8;0;0;0;0
S_I2;R_S3;66;4;258;514;14;23;0;16;0;0
S_I2;P_K1;66;3;258;258;14;28;0;13312;0;0
S_I2;S_K4;66;10;258;258;14;8;0;16;0;0
S_I2;S_K1;66;10;258;258;14;14;0;2048;0;0
S_I2;R_T1;66;10;258;130;14;10;0;0;0;0
S_I2;R_S4;66;4;258;514;14;10;0;0;0;0
S_I2;S_L8;66;10;258;130;14;20;0;0;0;0
S_I2;S_J5;66;3;258;258;14;8;0;0;0;0
S_I2;S_O2;66;3;258;3;14;10;0;0;0;0
S_I2;S_O4;66;3;258;66;14;48;0;776;1;0
S_I2;R_E2;66;3;258;514;14;14;0;0;0;0
S_I2;R_P1;66;4;258;34;14;78;0;0;0;0
S_L1;S_O5;258;3;130;66;28;12;512;0;0;0
S_L1;R_N1;258;3;130;18;28;32;512;1024;1;0
S_L1;S_J4;258;3;130;258;28;8;512;0;0;0
S_L1;R_S3;258;4;130;514;28;23;512;16;0;0
S_L1;P_K1;258;3;130;258;28;28;512;13312;0;0
S_L1;S_K4;258;10;130;258;28;8;512;16;0;0
S_L1;S_K1;258;10;130;258;28;14;512;2048;0;0
S_L1;R_T1;258;10;130;130;28;10;512;0;0;0
S_L1;R_S4;258;4;130;514;28;10;512;0;0;0
S_L1;S_L8;258;10;130;130;28;20;512;0;0;0
S_L1;S_J5;258;3;130;258;28;8;512;0;0;0
S_L1;S_O2;258;3;130;3;28;10;512;0;0;0
S_L1;S_O4;258;3;130;66;28;48;512;776;0;0
S_L1;R_E2;258;3;130;514;28;14;512;0;0;0
S_L1;R_P1;258;4;130;34;28;78;512;0;0;0
R_A2;S_O5;10002;3;258;66;27;12;0;0;1;0
R_A2;R_N1;10002;3;258;18;27;32;0;1024;4;1
R_A2;S_J4;10002;3;258;258;27;8;0;0;2;0
R_A2;R_S3;10002;4;258;514;27;23;0;16;3;0
R_A2;P_K1;10002;3;258;258;27;28;0;13312;3;0
R_A2;S_K4;10002;10;258;258;27;8;0;16;3;0
R_A2;S_K1;10002;10;258;258;27;14;0;2048;1;0
R_A2;R_T1;10002;10;258;130;27;10;0;0;5;1
R_A2;R_S4;10002;4;258;514;27;10;0;0;2;0
R_A2;S_L8;10002;10;258;130;27;20;0;0;0;0
R_A2;S_J5;10002;3;258;258;27;8;0;0;2;0
R_A2;S_O2;10002;3;258;3;27;10;0;0;3;0
R_A2;S_O4;10002;3;258;66;27;48;0;776;1;0
R_A2;R_E2;10002;3;258;514;27;14;0;0;0;0
R_A2;R_P1;10002;4;258;34;27;78;0;0;0;0
R_B2;S_O5;4098;3;33;66;20;12;0;0;0;0
R_B2;R_N1;4098;3;33;18;20;32;0;1024;5;1
R_B2;S_J4;4098;3;33;258;20;8;0;0;0;0
R_B2;R_S3;4098;4;33;514;20;23;0;16;4;1
R_B2;P_K1;4098;3;33;258;20;28;0;13312;2;0
R_B2;S_K4;4098;10;33;258;20;8;0;16;4;1
R_B2;S_K1;4098;10;33;258;20;14;0;2048;3;0
R_B2;R_T1;4098;10;33;130;20;10;0;0;3;0
R_B2;R_S4;4098;4;33;514;20;10;0;0;4;1
R_B2;S_L8;4098;10;33;130;20;20;0;0;2;0
R_B2;S_J5;4098;3;33;258;20;8;0;0;4;1
R_B2;S_O2;4098;3;33;3;20;10;0;0;4;1
R_B2;S_O4;4098;3;33;66;20;48;0;776;4;1
R_B2;R_E2;4098;3;33;514;20;14;0;0;4;1
R_B2;R_P1;4098;4;33;34;20;78;0;0;4;1
P_C1;S_O5;66;3;514;66;16;12;4096;0;0;0
P_C1;R_N1;66;3;514;18;16;32;4096;1024;4;1
P_C1;S_J4;66;3;514;258;16;8;4096;0;0;0
P_C1;R_S3;66;4;514;514;16;23;4096;16;2;0
P_C1;P_K1;66;3;514;258;16;28;4096;13312;0;0
P_C1;S_K4;66;10;514;258;16;8;4096;16;1;0
P_C1;S_K1;66;10;514;258;16;14;4096;2048;0;0
P_C1;R_T1;66;10;514;130;16;10;4096;0;2;0
P_C1;R_S4;66;4;514;514;16;10;4096;0;2;0
P_C1;S_L8;66;10;514;130;16;20;4096;0;0;0
P_C1;S_J5;66;3;514;258;16;8;4096;0;0;0
